active,role,signUpSource,state,_id_$oid,createdDate_$date,lastLogin_$date,lastLogin
True,consumer,Email,WI,600987d77d983a11f63cfa92,1611237335327,1611237561063.0,
True,consumer,Email,IL,6008f02fb6310511daa4f314,1611198511692,,
True,consumer,Email,WI,600988557d983a11f63d08ef,1611237461269,1611237461485.0,
True,consumer,Email,WI,6009885c50b33111fd61eee9,1611237468490,1611237468698.0,
True,consumer,Email,WI,600987d77d983a11f63cfa92,1611237335327,1611237561063.0,
True,consumer,Email,WI,6009e60450b3311194385009,1611261445244,,
True,consumer,Email,WI,6009e60450b3311194385009,1611261445244,,
True,consumer,Email,WI,6008d447b6310511daa4f281,1611191367425,,
True,consumer,Email,WI,6009e60450b3311194385009,1611261445244,,
True,consumer,Email,WI,600987d77d983a11f63cfa92,1611237335327,1611237561063.0,
True,consumer,Email,WI,60099c1450b33111fd61f702,1611242516507,,
True,consumer,Email,WI,600987d77d983a11f63cfa92,1611237335327,1611237561063.0,
True,consumer,Email,IL,6008e9cdb6310511daa4f2e4,1611196877264,,
True,consumer,Email,WI,600987d77d983a11f63cfa92,1611237335327,1611237561063.0,
True,consumer,Email,WI,600a03e17d983a124e9adb0f,1611269089842,,
True,consumer,Email,WI,600987d77d983a11f63cfa92,1611237335327,1611237561063.0,
True,consumer,Email,WI,600987d77d983a11f63cfa92,1611237335327,1611237561063.0,
True,consumer,Email,WI,600992d17d983a11f63d11ad,1611240145107,,
True,consumer,Email,WI,600b477e7d983a124e9ae061,1611351934904,,
True,consumer,Email,WI,600f008f4329897eac237bd8,1611595919409,1611596151918.0,
True,consumer,Email,WI,600f008f4329897eac237bd8,1611595919409,1611596151918.0,
True,consumer,Email,WI,600f008f4329897eac237bd8,1611595919409,1611596151918.0,
True,consumer,Email,WI,600ed4815edb7811cde6b50b,1611584641806,1611584642036.0,
True,consumer,Email,WI,600f008f4329897eac237bd8,1611595919409,1611596151918.0,
True,consumer,Email,WI,600f41b2bd196811e68ea219,1611612595031,1611612989531.0,
True,consumer,Email,WI,600f20c15edb787dce060911,1611604161843,,
True,consumer,Email,WI,600f47f06fd0dc1768a34a12,1611614192551,1611614413981.0,
True,consumer,Email,WI,600ed42e43298911ce45d1fa,1611584559286,1611584964970.0,
True,consumer,Email,WI,600ed42e43298911ce45d1fa,1611584559286,1611584964970.0,
True,consumer,Email,WI,600f41b2bd196811e68ea219,1611612595031,1611612989531.0,
True,consumer,Email,WI,600ed42e43298911ce45d1fa,1611584559286,1611584964970.0,
True,consumer,Email,WI,600f008f4329897eac237bd8,1611595919409,1611596151918.0,
True,consumer,Email,WI,600f008f4329897eac237bd8,1611595919409,1611596151918.0,
True,consumer,Email,WI,600eea525edb7811cde6c81c,1611590227029,,
True,consumer,Email,WI,600f008f4329897eac237bd8,1611595919409,1611596151918.0,
True,consumer,Email,WI,600ed48a5edb7811cde6b549,1611584650969,1611584651193.0,
True,consumer,Email,WI,600f47f06fd0dc1768a34a12,1611614192551,1611614413981.0,
True,consumer,Email,WI,600f47f06fd0dc1768a34a12,1611614192551,1611614413981.0,
True,consumer,Email,WI,600ed42e43298911ce45d1fa,1611584559286,1611584964970.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ec73c60b1204902af4,1611641324058,1611641324267.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1e4a4b74c120bd18777,1611641316799,1611641317094.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,600fb1ac73c60b12049027bb,1611641260879,1611641483950.0,
True,consumer,Email,WI,6011f33173c60b1804ce1102,1611789105991,1611789106040.0,
True,consumer,Email,WI,6011f43ba4b74c18d3a8ca01,1611789371933,1611789372023.0,
True,consumer,Email,WI,6011f31ea4b74c18d3a8c476,1611789086702,1611789371198.0,
True,consumer,Email,WI,6011f31ea4b74c18d3a8c476,1611789086702,1611789371198.0,
True,consumer,Email,WI,6011f31ea4b74c18d3a8c476,1611789086702,1611789371198.0,
True,consumer,Email,WI,6011f42773c60b1804ce1607,1611789351961,1611789352006.0,
True,consumer,Email,WI,60118bcfa4b74c18d3a8c0d7,1611762639664,1611762761503.0,
True,consumer,Email,WI,6010be65a4b74c120bd19edc,1611710053600,1611710053644.0,
True,consumer,Email,WI,6010bddaa4b74c120bd19dfb,1611709914997,1611710065032.0,
True,consumer,Email,WI,60118c0fa4b74c18d3a8c151,1611762703511,1611762703566.0,
True,consumer,Email,WI,6011f33173c60b1804ce1102,1611789105991,1611789106040.0,
True,consumer,Email,WI,6010bddaa4b74c120bd19dfb,1611709914997,1611710065032.0,
True,consumer,Email,WI,6011f33173c60b1804ce1102,1611789105991,1611789106040.0,
True,consumer,Email,WI,60118bcfa4b74c18d3a8c0d7,1611762639664,1611762761503.0,
True,consumer,Email,WI,6010bddaa4b74c120bd19dfb,1611709914997,1611710065032.0,
True,consumer,Email,WI,60118bcfa4b74c18d3a8c0d7,1611762639664,1611762761503.0,
True,consumer,Email,WI,6011f31ea4b74c18d3a8c476,1611789086702,1611789371198.0,
True,consumer,Email,WI,6010be6673c60b12049040ef,1611710054981,1611710055028.0,
True,consumer,Email,WI,6011f33173c60b1804ce1102,1611789105991,1611789106040.0,
True,consumer,Email,WI,6010be6173c60b12049040d7,1611710049100,1611710049163.0,
True,consumer,Email,WI,60132acb73c60b3ca7f3ba32,1611868875898,1611869101904.0,
True,consumer,Email,WI,60132acb73c60b3ca7f3ba32,1611868875898,1611869101904.0,
True,consumer,Email,WI,600f00d05edb787dce05fb84,1611595984549,,
True,consumer,Email,WI,60132acb73c60b3ca7f3ba32,1611868875898,1611869101904.0,
True,consumer,Email,WI,600f00d05edb787dce05fb84,1611595984549,,
True,consumer,Email,WI,60132b85a4b74c3cbc516295,1611869061761,1611869061913.0,
True,consumer,Email,WI,60132b8b73c60b3ca7f3baee,1611869067222,1611869067387.0,
True,consumer,Email,WI,600f19914329897eac238fef,1611602321390,,
True,consumer,Email,WI,6014558767804a1228b20d00,1611945351391,1611945351434.0,
True,consumer,Email,WI,601465c567804a1228b20f89,1611949509523,1611949509567.0,
True,consumer,Email,WI,60145a3c84231211ce796c5d,1611946556507,1611946716699.0,
True,consumer,Email,WI,6014499c67804a1228b1f5b0,1611942300842,1611943201464.0,
True,consumer,Email,WI,600f35015edb782098e2ac1b,1611609346246,,
True,consumer,Email,WI,60147001c8b50e11d8453c36,1611952129403,1611952129622.0,
True,consumer,Email,WI,60145a5584231211ce796cac,1611946581484,1611946581542.0,
True,consumer,Email,WI,6014558767804a1228b20d00,1611945351391,1611945351434.0,
True,consumer,Email,WI,6014319173c60b3ca7f3bf01,1611936145330,1611936328918.0,
True,consumer,Email,WI,6014558467804a1228b20cf0,1611945348060,1611945348133.0,
True,consumer,Email,WI,6014485b84231211ce793d79,1611941979324,1611942191937.0,
True,consumer,Email,WI,601431c173c60b3ca7f3bf63,1611936193318,1611936193362.0,
True,consumer,Email,WI,601465a884231211ce796db3,1611949480680,1611949480758.0,
True,consumer,Email,,60145ff384231211ce796d51,1611948019722,,
True,consumer,Email,WI,60146f2ac8b50e11d8452661,1611951914221,1611952148512.0,
True,consumer,Email,WI,60145a3c84231211ce796c5d,1611946556507,1611946716699.0,
True,consumer,Email,WI,6014658e67804a1228b20ef4,1611949454197,1611949567347.0,
True,consumer,Email,WI,601442ce67804a1228b1dc41,1611940558195,1611940734023.0,
True,consumer,Email,WI,601465a584231211ce796da5,1611949477376,1611949477437.0,
True,consumer,Email,,60145ff384231211ce796d51,1611948019722,,
True,consumer,Email,OH,60147d2ac8b50e11d8453f53,1611955498184,,
True,consumer,Email,OH,60147d2ac8b50e11d8453f53,1611955498184,,
True,consumer,Email,WI,601890a99a1b091205b61ced,1612222633079,1612222633126.0,
True,consumer,Email,WI,60183090c8b50e11d84549c0,1612198032843,1612198112031.0,
True,consumer,Email,WI,60183090c8b50e11d84549c0,1612198032843,1612198112031.0,
True,consumer,Email,OH,60147d2ac8b50e11d8453f53,1611955498184,,
True,consumer,Email,WI,60182f4ac8b50e11d8454946,1612197706573,1612197706615.0,
True,consumer,Email,WI,60182d6dc8b50e11d84547b2,1612197229873,1612197361759.0,
True,consumer,Email,OH,60147d2ac8b50e11d8453f53,1611955498184,,
True,consumer,Email,WI,60183c579a1b091205b61a5f,1612201047795,1612201167811.0,
True,consumer,Email,OH,60147d2ac8b50e11d8453f53,1611955498184,,
True,consumer,Email,WI,60189c94c8b50e11d8454f6b,1612225684020,1612225684073.0,
True,consumer,Email,WI,60189c74c8b50e11d8454eff,1612225652642,1612225749977.0,
True,consumer,Email,WI,60189c74c8b50e11d8454eff,1612225652642,1612225749977.0,
True,consumer,Email,WI,60189c94c8b50e11d8454f6b,1612225684020,1612225684073.0,
True,consumer,Email,WI,60189c74c8b50e11d8454eff,1612225652642,1612225749977.0,
True,consumer,Email,WI,60189c74c8b50e11d8454eff,1612225652642,1612225749977.0,
True,consumer,Email,WI,60189c88c8b50e11d8454f2f,1612225672817,1612225672868.0,
True,consumer,Email,WI,60189c74c8b50e11d8454eff,1612225652642,1612225749977.0,
True,consumer,Email,WI,60189c859a1b091205b61de1,1612225669145,1612225669193.0,
True,consumer,Email,WI,60189c74c8b50e11d8454eff,1612225652642,1612225749977.0,
True,consumer,Email,WI,60189c74c8b50e11d8454eff,1612225652642,1612225749977.0,
True,consumer,Email,WI,60189c94c8b50e11d8454f6b,1612225684020,1612225684073.0,
True,consumer,Email,WI,60189c94c8b50e11d8454f6b,1612225684020,1612225684073.0,
True,consumer,Email,,60186237c8b50e11d8454d5f,1612210743551,,
True,consumer,Email,,60186237c8b50e11d8454d5f,1612210743551,,
True,consumer,Email,WI,601ac1da591789121574dc07,1612366298705,1612366298909.0,
True,consumer,Email,,60186237c8b50e11d8454d5f,1612210743551,,
True,consumer,Email,SC,60183e6c9a1b091205b61b49,1612201580468,,
True,consumer,Email,WI,601ac195af4b1a1205f7560f,1612366229397,1612366451043.0,
True,consumer,Email,,60186237c8b50e11d8454d5f,1612210743551,,
True,consumer,Email,,60186237c8b50e11d8454d5f,1612210743551,,
True,consumer,Email,WI,601c6887969c0b11f7d0c81f,1612474503045,1612474590188.0,
True,consumer,Email,WI,601c68d229c30a1227ada484,1612474578530,1612474578572.0,
True,consumer,Email,WI,601c2c05969c0b11f7d0b097,1612459013700,1612459230228.0,
True,consumer,Email,WI,601c2c6a29c30a1227ad93bd,1612459114447,1612459114650.0,
True,consumer,Email,WI,601c2c05969c0b11f7d0b097,1612459013700,1612459230228.0,
True,consumer,,WI,55308179e4b0eabd8f99caa2,1429242233186,1525713820003.0,
True,consumer,Email,WI,60217fa799409b11fcf899fe,1612808103714,,
True,consumer,Email,WI,602176c9b57b8a12187fe77e,1612805833950,1612805833989.0,
True,consumer,Email,WI,602176a3b57b8a12187fe717,1612805795109,1612805795150.0,
True,consumer,Email,WI,6022998599409b11fcf89c53,1612880261257,1612880338835.0,
True,consumer,Email,WI,60229990b57b8a12187fe9e0,1612880272581,1612880272626.0,
True,consumer,Email,WI,60229990b57b8a12187fe9e0,1612880272581,1612880272626.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,consumer,Email,WI,6024399defa60112282c0ac9,1612986781857,1612986782079.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,Email,WI,5f2068904928021530f8fc34,1595959440905,1612452605375.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,fetch-staff,,WI,59c124bae4b0299e55b0f330,1505830074302,1612802578117.0,
True,consumer,Email,WI,602558b1efa60114d20e5dc7,1613060273738,1613060273798.0,
True,consumer,Email,WI,602538adb54593795bf692ac,1613052077332,1613052077388.0,
True,consumer,Email,WI,60255883efa60114d20e5d4e,1613060227502,1613060309219.0,
True,consumer,Email,WI,602558adb5459313e1e9b7ce,1613060269831,1613060269893.0,
True,consumer,Email,WI,6025388fb54593795bf69234,1613052047269,1613052047332.0,
True,consumer,Google,AL,5fb0a078be5fc9775c1f3945,1605410936818,,
True,consumer,Email,WI,60268c7aefa6011bb1510786,1613139066240,1613139066294.0,
True,consumer,,,5a43c08fe4b014fd6b6a0612,1514389647059,1613146957155.0,
True,consumer,,,5a43c08fe4b014fd6b6a0612,1514389647059,1613146957155.0,
True,consumer,,,5a43c08fe4b014fd6b6a0612,1514389647059,1613146957155.0,
True,consumer,,,5a43c08fe4b014fd6b6a0612,1514389647059,1613146957155.0,
True,consumer,,,5a43c08fe4b014fd6b6a0612,1514389647059,1613146957155.0,
True,consumer,Email,WI,60268c69efa6011bb151075f,1613139049408,1613139127107.0,
True,consumer,,,5a43c08fe4b014fd6b6a0612,1514389647059,1613146957155.0,
True,consumer,Google,AL,5fb0a078be5fc9775c1f3945,1605410936818,,
True,consumer,,,5a43c08fe4b014fd6b6a0612,1514389647059,1613146957155.0,
True,consumer,,,5a43c08fe4b014fd6b6a0612,1514389647059,1613146957155.0,
True,fetch-staff,Email,,5fbc35711d967d1222cbfefc,1606169969509,1614313551057.0,
True,fetch-staff,Email,,5fbc35711d967d1222cbfefc,1606169969509,1614313551057.0,
True,fetch-staff,Email,,5fbc35711d967d1222cbfefc,1606169969509,1614313551057.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,NH,5fc961c3b8cfca11a077dd33,1607033283936,1614379156799.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Google,AL,5fa32b4d898c7a11a6bcebce,1604528973309,1614842518047.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,,IL,5964eb07e4b03efd0c0f267b,1499785991771,1614884869770.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,Email,,5fa41775898c7a11a6bcef3e,1604589429396,1614873722026.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
True,fetch-staff,,,54943462e4b07e684157a532,1418998882381,1614963143204.0,
